sym,entry,exit,qty,entry_px,exit_px,pnl,ret_pct,R,rate,mfe_pct,mae_pct,mfe_R,mae_R,hold
NETTEC,2026-05-27,2026-06-08,2.0,3974.88575,4334.0558,718.3401000000003,9.035984241811224,1.2908548916873186,0.07,24.134385497746692,2.443196008841264,3.4477693568209555,0.3490280012630377,12
NETTEC,2026-05-29,2026-06-08,1.0,4584.6601,4334.0558,-250.60429999999997,-5.466147861212223,-0.7808782658874597,0.07,7.624118088928777,-6.983289775396873,1.0891597269898252,-0.997612825056696,10
NETTEC,2026-05-29,2026-06-08,1.0,4584.6601,4336.3174,-248.34270000000015,-5.416818141000245,-0.7738311630000355,0.07,7.624118088928777,-6.983289775396873,1.0891597269898252,-0.997612825056696,10
NETTEC,2026-05-29,2026-06-08,2.0,4651.102150000001,4336.3174,-629.5695000000014,-6.767960363975245,-0.9668514805678927,0.07,6.086683131652992,-8.312054595489816,0.8695261616647132,-1.187436370784259,10
NETTEC,2026-06-04,2026-06-08,1.0,4800.845233333333,4336.3174,-464.52783333333355,-9.67595935207437,-1.3822799074391963,0.07,2.7777351733972777,-11.171891766253362,0.39681931048532537,-1.5959845380361943,4
NETTEC,2026-06-04,2026-06-08,2.0,4800.845233333333,4331.5691,-938.5522666666675,-9.77486485244401,-1.3964092646348587,0.07,2.7777351733972777,-11.171891766253362,0.39681931048532537,-1.5959845380361943,4
NETTEC,2026-06-08,2026-06-08,4.0,4522.67835,4331.5691,-764.4370000000017,-4.225576864204827,-0.6036538377435461,0.07,-5.708527779783412,-5.708527779783412,-0.8155039685404875,-0.8155039685404875,0
THERMA,2026-05-27,2026-06-08,2.0,4559.630966666667,4746.43922,373.6165066666672,4.0970037860300845,0.5852862551471553,0.07,9.500089733139161,0.6792004344152724,1.3571556761627372,0.09702863348789606,12
THERMA,2026-05-29,2026-06-08,3.0,4824.695966666667,4746.43922,-234.77024000000074,-1.6220036911617774,-0.23171481302311156,0.07,3.48424096553952,-2.6591513237943176,0.4977487093627886,-0.37987876054204534,10
ASHMIN,2026-05-22,2026-06-08,15.0,677.861945,676.013132,-27.73219499999925,-0.27274181913250484,-0.03896311701892864,0.07,9.255285012348647,-3.512801563156054,1.3221835731926637,-0.501828794736579,17
ASHMIN,2026-05-29,2026-06-08,15.0,706.6063933333334,676.013132,-458.89891999999975,-4.329604376916707,-0.6185149109881016,0.07,4.810826364916654,-5.081526812112336,0.6872609092738076,-0.7259324017303336,10
ASHMIN,2026-06-04,2026-06-08,20.0,752.96333,676.013132,-1539.00396,-10.219647482700122,-1.4599496403857313,0.07,-1.6419564549046473,-10.925277064953477,-0.23456520784352103,-1.5607538664219252,4
NATMIN,2026-04-28,2026-06-09,100.0,91.604048,89.662652,-194.13960000000117,-2.119334289681185,-0.30276204138302637,0.07,4.842528356388787,-5.4408599934360975,0.6917897651983981,-0.7772657133480139,42
BAJCOR,2026-05-22,2026-06-09,25.0,556.023628,579.567845,588.6054250000001,4.234391456472419,0.6049130652103459,0.07,4.707780511802273,-0.7146509248704191,0.6725400731146104,-0.10209298926720273,18
BAJCOR,2026-05-29,2026-06-09,15.0,567.4902025,579.567845,181.16463750000037,2.128255685612479,0.3040365265160685,0.07,2.592079552245674,-2.7207875011727722,0.3702970788922391,-0.3886839287389674,11
LLOMET,2026-05-27,2026-06-09,3.0,1870.15717,1712.6026000000002,-472.66370999999936,-8.424669997121137,-1.20352428530302,0.07,-0.6072842530128075,-8.499669041185442,-0.08675489328754393,-1.214238434455063,13
LLOMET,2026-06-03,2026-06-09,7.0,1802.92204,1712.6026000000002,-632.2360799999983,-5.009614281491603,-0.715659183070229,0.07,-0.5614241645190643,-5.087410213255805,-0.08020345207415203,-0.7267728876079721,6
LLOMET,2026-06-03,2026-06-09,3.0,1802.92204,1712.6026000000002,-270.9583199999993,-5.009614281491603,-0.715659183070229,0.07,-0.5614241645190643,-5.087410213255805,-0.08020345207415203,-0.7267728876079721,6
LLOMET,2026-06-05,2026-06-09,7.0,1827.2736428571427,1712.6026000000002,-802.6972999999978,-6.275526564146228,-0.8965037948780331,0.07,-2.6637303639446275,-6.352285729664919,-0.38053290913494675,-0.9074693899521313,4
ARVLIM,2026-05-21,2026-06-09,40.0,492.43958,499.7636525,292.9629,1.4873037825269941,0.21247196893242645,0.07,1.74852313861531,-3.876532426577073,0.2497890198021871,-0.5537903466538675,19
CADHEA,2026-05-19,2026-06-09,15.0,1009.5187360000001,1103.6916666666666,1412.5939599999974,9.32849756110583,1.3326425087294056,0.07,9.517531529994283,0.9292808211931902,1.3596473614277549,0.13275440302759858,21
ADAPOW,2026-06-02,2026-06-10,200.0,235.63234160000002,222.58448049999998,-2609.572220000007,-5.537381248856555,-0.7910544641223655,0.07,0.12632323643639864,-6.388062647848336,0.01804617663377123,-0.9125803782640478,8
WOCKHA,2026-06-03,2026-06-10,5.0,1999.50038,1855.5350600000002,-719.826599999999,-7.2000646481497395,-1.028580664021392,0.07,3.7209105206571724,-8.327099192649312,0.5315586458081675,-1.1895855989499016,7
SAILIF,2026-05-15,2026-06-10,10.0,1010.93958,1216.32837,2053.8878999999997,20.316623670031795,2.9023748100045412,0.07,21.63931696096022,7.909515225430197,3.091330994422888,1.129930746490028,26
DRECOR,2026-05-25,2026-06-10,10.0,1096.7287000000001,1087.3704599999999,-93.58240000000251,-0.853286687947552,-0.12189809827822178,0.07,12.379661442250933,-2.1681478746749416,1.7685230631787043,-0.30973541066784877,16
DRECOR,2026-05-27,2026-06-10,10.0,1185.5315,1087.26046,-982.7104000000008,-8.289196870770631,-1.184170981538661,0.07,3.961809534373395,-8.62326306808382,0.5659727906247706,-1.2318947240119742,14
DRECOR,2026-06-02,2026-06-10,10.0,1210.4313,1087.00048,-1234.3082000000004,-10.197259439672457,-1.4567513485246366,0.07,1.823209627840927,-10.502975261793047,0.26045851826298955,-1.5004250373990067,8
AYEFIN,2026-06-02,2026-06-10,100.0,164.8629655,143.572041,-2129.0924499999987,-12.914316102120571,-1.8449023003029392,0.07,-0.5355754079287234,-15.147710963624528,-0.0765107725612462,-2.163958709089218,8
BAJCOR,2026-05-29,2026-06-10,25.0,567.4902025,562.69938,-119.77056249999976,-0.8442123721069894,-0.12060176744385517,0.07,2.592079552245674,-2.7207875011727722,0.3702970788922391,-0.3886839287389674,12
BAJCOR,2026-06-01,2026-06-10,15.0,573.7529480000001,562.69938,-165.80352000000062,-1.9265379007690986,-0.27521970010987173,0.07,1.4722455073119756,-3.7826294532607996,0.21032078675885366,-0.5403756361801142,9
DIAPOW,2026-05-26,2026-06-10,50.0,206.29163,199.137876,-357.6876999999996,-3.467786841375964,-0.4953981201965663,0.07,0.17372008743157252,-11.295480092915057,0.0248171553473675,-1.6136400132735793,15
ASTDM,2026-05-20,2026-06-10,25.0,768.067496,807.5423542857143,986.8714571428569,5.139503818517821,0.7342148312168327,0.07,5.837052633197226,-6.134551487386464,0.8338646618853179,-0.8763644981980662,21
ASTDM,2026-06-05,2026-06-10,10.0,751.399275,807.5423542857143,561.4307928571429,7.471803760485973,1.0674005372122808,0.07,8.184826236357502,0.3461175817610407,1.1692608909082145,0.049445368823005806,5
ADAPOR,2026-05-21,2026-06-10,4.0,1792.4267285714286,1835.435295,172.03426571428554,2.399460225793959,0.34278003225628073,0.07,1.895378532747527,-0.4980247409356209,0.2707683618210753,-0.07114639156223154,20
ADAPOR,2026-05-21,2026-06-10,16.0,1800.4219600000001,1835.435295,560.2133599999979,1.94472938999255,0.2778184842846496,0.07,1.4428861998550646,-0.9398885581244576,0.20612659997929494,-0.13426979401777966,20
ZENTEC,2026-06-04,2026-06-10,6.0,1800.01694,1787.0833333333333,-77.60164000000032,-0.7185269415668216,-0.10264670593811759,0.07,0.8490508983765466,-2.606472136867788,0.12129298548236378,-0.3723531624096839,6
BHACOK,2026-05-26,2026-06-10,200.0,38.3961748,38.2985335,-19.528259999999875,-0.25429955069378174,-0.03632850724196894,0.07,8.656657120958844,-1.0578522525113487,1.2366653029941204,-0.1511217503587641,15
ARVLIM,2026-05-21,2026-06-10,10.0,492.43958,494.07764000000003,16.380600000000527,0.33264182379493246,0.047520260542131675,0.07,1.74852313861531,-3.876532426577073,0.2497890198021871,-0.5537903466538675,20
ARVLIM,2026-05-29,2026-06-10,20.0,488.98649,494.07764000000003,101.82300000000055,1.0411637344009295,0.1487376763429899,0.07,2.4670436191396528,-3.197734563177801,0.3524348027342361,-0.4568192233111144,12
AURPHA,2026-04-15,2026-06-10,8.0,1373.96816,1454.68505,645.7351200000012,5.874727839399152,0.8392468341998774,0.07,12.571749843169599,-0.44893034493608264,1.7959642633099429,-0.06413290641944037,56
RAIIND,2026-05-25,2026-06-10,50.0,180.62291399999998,200.317438,984.7262000000014,10.903668623129414,1.5576669461613453,0.07,12.925871631104368,-4.630040460979378,1.846553090157767,-0.6614343515684824,16
HIMCHE,2026-06-04,2026-06-10,20.0,624.072548,693.6945,1392.4390399999993,11.156067066741082,1.593723866677298,0.07,11.044781928142111,2.8726551195775496,1.5778259897345872,0.4103793027967927,6
SUNIRO,2026-06-09,2026-06-10,40.0,360.4244025,341.5124025,-756.4799999999991,-5.247147493016923,-0.7495924990024176,0.07,-0.922357775150906,-4.598579448293593,-0.1317653964501294,-0.6569399211847989,1
CHEPET,2026-04-28,2026-06-10,10.0,1078.11611,1188.589255,1104.7314500000016,10.24686895737048,1.4638384224814969,0.07,13.753981470511567,-8.878089206922246,1.9648544957873668,-1.2682984581317494,43
CHEPET,2026-04-29,2026-06-10,10.0,1115.5912899999998,1188.589255,729.9796500000025,6.543432675957894,0.9347760965654142,0.07,9.932733519280191,-11.939075824086064,1.4189619313257416,-1.7055822605837232,42
KWAWAL,2026-06-03,2026-06-10,300.0,30.8045544,33.227944666666666,727.0170799999995,7.866986924072061,1.1238552748674373,0.07,15.632252093216437,-0.6965022029339907,2.2331788704594904,-0.09950031470485579,7
SEINVE,2026-05-29,2026-06-10,200.0,52.054597,59.488960999999996,1486.872799999999,14.281858718452845,2.0402655312075497,0.07,15.60938604519404,-0.9117292753222261,2.2299122921705767,-0.13024703933174658,12
RAIIND,2026-05-29,2026-06-10,100.0,183.01259,198.129407,1511.6816999999996,8.259987468621688,1.179998209803099,0.07,11.451348784255778,2.763421904471164,1.6359069691793968,0.3947745577815948,12
AVATE,2026-05-22,2026-06-10,1.0,1487.38906,1526.1502,38.76114000000007,2.6059852826939567,0.3722836118134231,0.07,10.226708269590201,-2.392720301438822,1.4609583242271713,-0.3418171859198317,19
AVATE,2026-06-02,2026-06-10,10.0,1483.58093,1526.1502,425.6926999999996,2.8693594760617502,0.4099084965802492,0.07,10.509643717245677,1.9088321659675112,1.5013776738922395,0.27269030942393013,8
AVATE,2026-06-04,2026-06-10,4.0,1567.5956,1526.1502,-165.78160000000025,-2.643883409726344,-0.3776976299609055,0.07,4.586922800752946,-2.238817205151644,0.6552746858218493,-0.31983102930737767,6
CADHEA,2026-05-19,2026-06-10,10.0,1009.5187360000001,1102.991025,934.7228899999993,9.259094028344993,1.322727718335,0.07,9.517531529994283,0.9292808211931902,1.3596473614277549,0.13275440302759858,22
CADHEA,2026-05-19,2026-06-10,10.0,1009.18926,1102.991025,938.0176500000005,9.2947644924402,1.327823498920029,0.07,9.553286367712621,0.9622318017930453,1.3647551953875172,0.13746168597043507,22
SYRTEC,2026-05-29,2026-06-10,25.0,1087.133992,1235.421564,3707.189299999999,13.640229547711535,1.9486042211016477,0.07,15.606724584875264,0.13025146949869892,2.229532083553609,0.018607352785528417,12
RASPER,2026-05-29,2026-06-10,30.0,552.3888116666666,530.55965,-654.8748499999965,-3.9517747654597923,-0.5645392522085417,0.07,0.572275952475465,-4.20696639320961,0.08175370749649499,-0.6009951990299442,12
RASPER,2026-06-01,2026-06-10,30.0,560.7800733333333,530.55965,-906.6126999999994,-5.38899735750239,-0.7698567653574847,0.07,-0.9326425067576527,-5.640370412115581,-0.13323464382252181,-0.8057672017307972,9
CADHEA,2026-05-19,2026-06-10,5.0,1009.18926,1095.6457,432.2822000000002,8.56692034158193,1.2238457630831312,0.07,9.553286367712621,0.9622318017930453,1.3647551953875172,0.13746168597043507,22
CADHEA,2026-06-04,2026-06-10,15.0,1100.0103,1095.6457,-65.46899999999823,-0.39677810289593385,-0.0566825861279907,0.07,0.5081497873247187,-1.4009232459005205,0.07259282676067409,-0.20013189227150294,6
SAIL,2026-05-25,2026-06-10,65.0,199.36060700000002,181.69082999999998,-1148.5355050000026,-8.86322391664871,-1.2661748452355297,0.07,3.3604397081314907,-8.848592139368849,0.4800628154473558,-1.264084591338407,16
SAIL,2026-06-02,2026-06-10,35.0,206.31452700000003,181.69082999999998,-861.8293950000018,-11.935028210592291,-1.7050040300846128,0.07,-0.22515477060907063,-11.920889603668105,-0.03216496722986723,-1.7029842290954433,8
BHACOK,2026-05-26,2026-06-11,100.0,38.3961748,36.881161999999996,-151.5012800000001,-3.945738886468453,-0.5636769837812077,0.07,8.656657120958844,-4.547783233865266,1.2366653029941204,-0.6496833191236093,16
BHACOK,2026-05-29,2026-06-11,200.0,41.3030065,36.881161999999996,-884.3689000000012,-10.705865927701907,-1.5294094182431301,0.07,1.009595996359236,-11.265539471079434,0.14422799947989084,-1.6093627815827762,13
BHACOK,2026-06-05,2026-06-11,500.0,41.9342666,36.8611692,-2536.5487000000007,-12.097737271503872,-1.7282481816434108,0.07,-0.5109582624726383,-12.60130921187972,-0.07299403749609118,-1.8001870302685312,6
SHIBIM,2026-06-10,2026-06-11,15.0,721.24915,678.7331133333333,-637.7405499999998,-5.894778062014582,-0.8421111517163689,0.07,-0.9357584684848486,-7.334379527518331,-0.1336797812121212,-1.04776850393119,1
ASIOIL,2026-06-03,2026-06-11,40.0,353.66058599999997,359.22934,222.7501600000005,1.5746040753322754,0.22494343933318242,0.07,8.522129746174212,-0.2716123984480401,1.2174471065963157,-0.038801771206862866,8
ARVLIM,2026-05-29,2026-06-11,10.0,488.98649,486.96855666666664,-20.179333333333602,-0.41267670469451456,-0.058953814956358874,0.07,2.4670436191396528,-3.197734563177801,0.3524348027342361,-0.4568192233111144,13
ARVLIM,2026-06-09,2026-06-11,20.0,502.55017749999996,486.96855666666664,-311.63241666666636,-3.1005104626260604,-0.44293006608943664,0.07,-0.4875488278978768,-1.8505967993613814,-0.06964983255683953,-0.26437097133734017,2
DATPAT,2026-04-22,2026-06-11,1.0,3729.9713333333334,4197.0269,467.05556666666644,12.521693196212237,1.7888133137446034,0.07,22.212735504490922,-2.5595728439021137,3.1732479292129883,-0.36565326341458765,50
DATPAT,2026-05-05,2026-06-11,2.0,4238.339075,4197.0269,-82.62435000000005,-0.9747255769053775,-0.13924651098648327,0.07,7.553924292855219,-14.247068587828826,1.0791320418364596,-2.035295512546975,37
ZENTEC,2026-06-04,2026-06-11,9.0,1800.01694,1733.56394,-598.0769999999998,-3.691798589406603,-0.5273997984866581,0.07,0.8490508983765466,-4.717563380264633,0.12129298548236378,-0.6739376257520904,7
ZENTEC,2026-06-09,2026-06-11,1.0,1816.6508166666665,1733.56394,-83.08687666666651,-4.573629445152305,-0.653375635021758,0.07,-1.8798778693931428,-5.590001982494364,-0.2685539813418775,-0.798571711784909,2
EMCPHA,2026-01-07,2026-06-11,10.0,1568.0516,1705.72582,1376.742200000001,8.779954690266578,0.8779954690266577,0.1,14.358481570376892,-9.70960394415592,1.435848157037689,-0.9709603944155919,155
UNICAB,2026-05-27,2026-06-11,5.0,1191.7450333333334,1133.8829799999999,-289.31026666666753,-4.855237631785403,-0.6936053759693434,0.07,4.275660081766364,-8.227014217890172,0.6108085831094805,-1.1752877454128816,15
UNICAB,2026-05-29,2026-06-11,5.0,1183.37744,1133.8829799999999,-247.4723000000006,-4.182474528160696,-0.5974963611658135,0.07,5.012987234233579,-7.578092751202014,0.7161410334619397,-1.0825846787431446,13
GLAPH,2026-05-19,2026-06-11,5.0,2232.6976299999997,2342.38366,548.4301500000015,4.912713146920855,0.7018161638458361,0.07,4.537218503698615,-0.5911069113285872,0.6481740719569448,-0.08444384447551244,23
GLAPH,2026-05-19,2026-06-11,5.0,2232.6976299999997,2340.799033333333,540.5070166666678,4.84173951191651,0.6916770731309305,0.07,4.537218503698615,-0.5911069113285872,0.6481740719569448,-0.08444384447551244,23
GLAPH,2026-06-03,2026-06-11,1.0,2287.12435,2340.799033333333,53.67468333333318,2.3468196354663906,0.3352599479237708,0.07,0.8471620705712724,-2.956741289558662,0.12102315293875318,-0.4223916127940945,8
IOLCHE,2026-06-08,2026-06-11,100.0,134.169645,127.761442,-640.8203000000001,-4.776194347089458,-0.6823134781556375,0.07,-0.9910177521897712,-5.403342164317426,-0.14157396459853874,-0.7719060234739179,3
ANGBRO,2026-05-20,2026-06-11,50.0,325.30368999999996,322.198368,-155.2660999999972,-0.9545916924581954,-0.13637024177974144,0.07,6.50048267205332,-0.47761216603474654,0.9286403817219028,-0.06823030943353521,22
SOUWES,2026-05-21,2026-06-11,100.0,260.444338,238.10543900000002,-2233.8898999999997,-8.57722581782523,-1.2253179739750322,0.07,3.3349398442288125,-7.792197809268564,0.47641997774697326,-1.1131711156097948,21
THERMA,2026-06-02,2026-06-11,3.0,5002.054933333334,4563.081766666666,-1316.9195000000027,-8.77585657329315,-1.2536937961847354,0.07,-0.6468328269992218,-8.611559430561499,-0.09240468957131741,-1.2302227757945,9
SOUWES,2026-05-27,2026-06-12,50.0,269.08831200000003,239.61258999999998,-1473.7861000000023,-10.953921328251537,-1.5648459040359337,0.07,0.015492311683895643,-10.754206225055219,0.002213187383413663,-1.536315175007888,16
GLAPH,2026-06-03,2026-06-12,9.0,2287.12435,2274.55287,-113.14332000000059,-0.5496631610782399,-0.07852330872546232,0.07,0.8471620705712724,-2.956741289558662,0.12102315293875318,-0.4223916127940945,9
GLAPH,2026-06-05,2026-06-12,1.0,2288.5990666666667,2274.55287,-14.046196666666674,-0.6137464998237974,-0.08767807140339906,0.07,0.782178652174581,-1.782709224210688,0.11173980745351156,-0.25467274631581255,7
ZENTEC,2026-06-09,2026-06-12,5.0,1816.6508166666665,1753.1456624999998,-317.52577083333335,-3.495727059049847,-0.49938957986426363,0.07,-1.257854093754518,-5.590001982494364,-0.1796934419649311,-0.798571711784909,3
ZENTEC,2026-06-10,2026-06-12,3.0,1808.42025,1753.1456624999998,-165.82376250000016,-3.056512306804793,-0.43664461525782794,0.07,-0.8084542295962449,-5.160318792050688,-0.11549346137089211,-0.7371883988643839,2
WOCKHA,2026-06-03,2026-06-15,5.0,1999.50038,1895.5618,-519.6929,-5.198227569229075,-0.7426039384612955,0.07,3.7209105206571724,-8.327099192649312,0.5315586458081675,-1.1895855989499016,12
WOCKHA,2026-06-05,2026-06-15,5.0,1939.0963500000003,1895.5618,-217.67275000000154,-2.2450947318837566,-0.3207278188405373,0.07,-0.05653922250951071,-5.471432608286852,-0.008077031787072957,-0.7816332297552644,10
AURPHA,2026-04-15,2026-06-15,7.0,1373.96816,1405.2553733333334,219.01049333333458,2.2771425309690896,0.3253060758527279,0.07,12.571749843169599,-0.44893034493608264,1.7959642633099429,-0.06413290641944037,61
AURPHA,2026-05-06,2026-06-15,8.0,1470.8552750000001,1405.2553733333334,-524.7992133333337,-4.459983438320725,-0.6371404911886744,0.07,5.1565049457364065,-4.252986412956239,0.7366435636766294,-0.607569487565177,40
BLIGVS,2026-05-18,2026-06-16,20.0,285.4737825,432.524285,2941.01005,51.51103586894183,7.358719409848832,0.07,59.804517250196156,-0.9366122789226772,8.543502464313736,-0.13380175413181103,29
BLIGVS,2026-05-29,2026-06-16,40.0,433.21498,432.524285,-27.627800000000207,-0.15943469914175834,-0.022776385591678987,0.07,5.305684489488338,-7.101550366517806,0.7579549270697625,-1.0145071952168292,18
BAJCOR,2026-06-01,2026-06-16,10.0,573.7529480000001,597.4843566666666,237.3140866666654,4.136171979488723,0.5908817113555326,0.07,4.653057050610565,-3.7826294532607996,0.6647224358015092,-0.5403756361801142,15
BAJCOR,2026-06-04,2026-06-16,20.0,564.6085466666666,597.4843566666666,657.5162,5.822761662764764,0.8318230946806815,0.07,6.3480182056991685,-2.2242926963840226,0.9068597436713098,-0.3177560994834318,12
IOLCHE,2026-06-12,2026-06-16,125.0,132.7886016,123.23632640000001,-1194.0343999999977,-7.193595749109827,-1.0276565355871181,0.07,1.093014296793382,-5.067152992746015,0.1561448995419117,-0.7238789989637164,4
UNICAB,2026-05-29,2026-06-16,5.0,1183.37744,1209.5456399999998,130.8409999999992,2.21131476023404,0.3159021086048643,0.07,5.012987234233579,-7.578092751202014,0.7161410334619397,-1.0825846787431446,18
UNICAB,2026-06-02,2026-06-16,5.0,1143.29717,1209.5456399999998,331.24234999999885,5.794510100991479,0.8277871572844975,0.07,8.694400074479326,-0.7869493807983519,1.2420571534970464,-0.11242134011405025,14
ADAPOR,2026-05-21,2026-06-16,4.0,1800.4219600000001,1819.7022111111114,77.12100444444513,1.0708740250597204,0.15298200357996142,0.07,1.4428861998550646,-0.9398885581244576,0.20612659997929494,-0.13426979401777966,26
ADAPOR,2026-06-02,2026-06-16,5.0,1786.0895,1819.7022111111114,168.06355555555683,1.8819163939495454,0.2688451991356485,0.07,2.2569137772771253,0.0565761122272912,0.3224162538967321,0.008082301746755885,14
CLEMAX,2026-06-16,2026-06-17,20.0,1291.7503649999999,1328.8418680000002,741.8300600000066,2.871414168325037,0.4102020240464333,0.07,4.749341410095131,0.5457428301171907,0.6784773442993044,0.07796326144531296,1
CLEMAX,2026-06-17,2026-06-17,5.0,1323.8665911111111,1328.8418680000002,24.87638444444542,0.37581406784450433,0.05368772397778682,0.07,2.208183897469107,2.208183897469107,0.31545484249558664,0.31545484249558664,0
ATHENE,2026-05-29,2026-06-17,12.0,993.89744,992.1976583333334,-20.397379999998975,-0.17102183769248658,-0.024431691098926685,0.07,4.839791115670855,-5.6844335970922755,0.6913987308101222,-0.8120619424417536,19
ATHENE,2026-05-29,2026-06-17,8.0,993.89744,992.19782,-13.596959999999854,-0.17100557176200626,-0.02442936739457288,0.07,4.839791115670855,-5.6844335970922755,0.6913987308101222,-0.8120619424417536,19
ATHENE,2026-06-03,2026-06-17,7.0,1000.059975,992.19782,-55.03508500000021,-0.7861683495532401,-0.11230976422189122,0.07,4.193750979784983,-1.190926074208698,0.599107282826426,-0.1701322963155283,14
NETTEC,2026-06-12,2026-06-17,3.0,4509.1313875000005,4866.592366666667,1072.3829374999987,7.927490872357423,1.1324986960510606,0.07,8.923417348525842,1.7357802595189709,1.274773906932263,0.2479686085027101,5
AZAENG,2026-06-04,2026-06-17,10.0,2158.03627,2153.9967,-40.395699999999124,-0.18718730802425032,-0.02674104400346413,0.07,3.334685843811136,-2.425180277438077,0.4763836919730194,-0.3464543253482967,13
NETTEC,2026-06-12,2026-06-17,4.0,4509.1313875000005,4884.9851,1503.4148499999974,8.335390570829748,1.1907700815471058,0.07,8.923417348525842,1.7357802595189709,1.274773906932263,0.2479686085027101,5
ASTDM,2026-06-05,2026-06-17,10.0,751.399275,760.7795514285714,93.80276428571392,1.2483744316324152,0.17833920451891747,0.07,8.457650561347707,0.3461175817610407,1.2082357944782436,0.049445368823005806,12
ASTDM,2026-06-05,2026-06-17,25.0,753.737846,760.7795514285714,176.04263571428476,0.9342380067474343,0.13346257239248954,0.07,8.121146407182,0.03478052765841788,1.1601637724545713,0.004968646808345412,12
ASTDM,2026-06-05,2026-06-17,25.0,753.737846,760.779436,176.03975000000105,0.9342226925938446,0.13346038465626345,0.07,8.121146407182,0.03478052765841788,1.1601637724545713,0.004968646808345412,12
SOUBAN,2026-06-02,2026-06-17,250.0,42.23490266666666,48.4721432,1559.3101333333336,14.767976577476505,2.109710939639501,0.07,14.715547902134807,-0.3667645877846848,2.102221128876401,-0.052394941112097825,15
SUPLIF,2026-06-11,2026-06-17,20.0,969.93119,907.75517,-1243.5203999999999,-6.410353707668682,-0.9157648153812404,0.07,0.7442600129190513,-5.730426093422148,0.10632285898843588,-0.8186322990603068,6
PARDEF,2026-06-04,2026-06-18,25.0,894.5975,1308.5708399999999,10349.333499999997,46.27481521019228,6.610687887170326,0.07,46.46810437096012,-0.08914623615648987,6.6383006244228735,-0.012735176593784266,14
DATPAT,2026-05-05,2026-06-18,2.0,4238.339075,4742.24538,1007.8126100000009,11.889240008481394,1.6984628583544852,0.07,13.301458779581022,-14.247068587828826,1.9002083970830026,-2.035295512546975,44
DATPAT,2026-05-15,2026-06-18,3.0,3825.0843666666665,4742.24538,2751.4830400000014,23.977536844045755,3.4253624062922485,0.07,25.54232899664759,-4.982487924383994,3.6489041423782265,-0.7117839891977134,34
NETTEC,2026-06-12,2026-06-18,1.0,4509.1313875000005,5100.0181600000005,590.8867725,13.104226107450057,1.8720323010642934,0.07,12.651408075653459,1.7357802595189709,1.8073440108076368,0.2479686085027101,6
NETTEC,2026-06-12,2026-06-18,4.0,4543.22976,5100.0181600000005,2227.1536000000015,12.255343212050107,1.750763316007158,0.07,11.805923722422529,0.9722211363573985,1.686560531774647,0.13888873376534264,6
INOIND,2026-06-16,2026-06-18,15.0,1866.7777199999998,1865.5167533333333,-18.91449999999736,-0.0675477671046143,-0.009649681014945373,0.07,2.5885395718136195,-2.912918844992418,0.36979136740194557,-0.41613126357034536,2
ANGBRO,2026-05-20,2026-06-18,50.0,325.30368999999996,352.17016666666666,1343.323833333335,8.258890843404432,1.1798415490577743,0.07,8.452504796364302,-0.47761216603474654,1.2075006851949002,-0.06823030943353521,29
ANGBRO,2026-05-21,2026-06-18,10.0,341.436202,352.17016666666666,107.3396466666668,3.143768763766497,0.4491098233952138,0.07,3.328234655093798,-5.17994339686334,0.47546209358482827,-0.7399919138376199,28
UNICAB,2026-06-02,2026-06-18,5.0,1143.29717,1238.54172,476.22274999999945,8.33069061126075,1.1900986587515359,0.07,8.694400074479326,-0.7869493807983519,1.2420571534970464,-0.11242134011405025,16
UNICAB,2026-06-09,2026-06-18,5.0,1215.24244,1238.54172,116.49639999999977,1.9172536469348467,0.27389337813354875,0.07,2.0701679905122505,-6.660600167979657,0.29573828435889293,-0.9515143097113796,9
SOUBAN,2026-06-02,2026-06-18,50.0,42.23490266666666,48.1900296,297.75634666666696,14.100013394924527,2.014287627846362,0.07,14.810256300815606,-0.3667645877846848,2.115750900116515,-0.052394941112097825,16
SOUBAN,2026-06-03,2026-06-18,400.0,42.36814175000001,48.1900296,2328.7551399999984,13.741192342947151,1.9630274775638785,0.07,14.449201681119273,2.907510688735826,2.0641716687313245,0.41535866981940367,15
SOUBAN,2026-06-03,2026-06-18,200.0,43.351822,48.1900296,967.6415200000008,11.160332776786186,1.5943332538265977,0.07,11.852276935442308,0.5724742088118129,1.6931824193489011,0.08178202983025898,15
SOUBAN,2026-06-12,2026-06-18,100.0,46.082295249999994,48.1900296,210.77343500000083,4.573848456474194,0.6534069223534571,0.07,5.224793463385513,1.253637100465399,0.7463990661979304,0.17909101435219985,6
WOCKHA,2026-06-05,2026-06-18,5.0,1939.0963500000003,2052.2369200000003,565.7028500000001,5.83470594434361,0.8335294206205158,0.07,4.31663181667068,-5.471432608286852,0.6166616880958112,-0.7816332297552644,13
WOCKHA,2026-06-12,2026-06-18,10.0,1957.93495,2052.2369200000003,943.0197000000021,4.816399543815297,0.6880570776878991,0.07,3.312931821355969,-2.5708183001687646,0.4732759744794241,-0.36725975716696635,6
HIMCHE,2026-06-04,2026-06-18,5.0,624.072548,691.7423966666667,338.34924333333333,10.843266361183801,1.5490380515976865,0.07,12.342707950678843,2.8726551195775496,1.7632439929541202,0.4103793027967927,14
HIMCHE,2026-06-04,2026-06-18,25.0,645.7824266666667,691.7423966666667,1148.9992499999998,7.116943432052092,1.0167062045788713,0.07,8.565976875348857,-0.5857122322436625,1.2237109821926937,-0.08367317603480892,14
