sym,entry,exit,qty,entry_px,exit_px,pnl,ret_pct,R,rate,mfe_pct,mae_pct,mfe_R,mae_R,hold
ATLELE,2025-10-03,2025-11-19,18.0,888.8725722222222,934.70498,824.9833400000005,5.15624052424013,0.5156240524240127,0.1,21.490980118803815,-1.75757163742436,2.1490980118803815,-0.175757163742436,47
ATLELE,2025-10-23,2025-11-19,12.0,1066.97375,934.70498,-1587.2252400000016,-12.396628314426684,-1.2396628314426676,0.1,1.211487161703828,-13.465537460504551,0.1211487161703828,-1.3465537460504549,27
ISHDYE,2025-10-07,2025-11-19,200.0,72.3453885,67.63481866666666,-942.1139666666676,-6.511223356459461,-0.6511223356459462,0.1,13.303697304770168,-5.7438194557487225,1.3303697304770168,-0.5743819455748723,43
ISHDYE,2025-10-10,2025-11-19,100.0,80.451645,67.63481866666666,-1281.6826333333338,-15.93109293580428,-1.593109293580428,0.1,1.8872889423205752,-15.241012163269009,0.18872889423205752,-1.5241012163269005,40
SOUWES,2025-11-03,2025-11-19,100.0,176.805393,199.62736,2282.1967,12.907958639021832,1.290795863902183,0.1,14.504425778460273,-1.790326045088464,1.4504425778460273,-0.17903260450884637,16
CANBAN,2025-09-30,2025-11-19,125.0,124.2609712,148.2795312,3002.320000000001,19.329126247807736,1.932912624780773,0.1,21.019495138148404,-0.4433984336990382,2.1019495138148403,-0.04433984336990382,50
SHAILY,2025-10-28,2025-11-19,5.0,2600.22626,2656.6416099999997,282.0767499999988,2.169632345763617,0.21696323457636246,0.1,5.717723195365321,-12.52299713333408,0.5717723195365321,-1.252299713333408,22
PHYLIM,2025-11-18,2025-11-20,120.0,156.207275,131.55598833333335,-2958.1543999999994,-15.781138661222194,-1.578113866122219,0.1,-0.6192253209717724,-9.139955229357922,-0.06192253209717724,-0.9139955229357921,2
WAAENE,2025-10-23,2025-11-21,6.0,3625.18635,3186.2738000000004,-2633.4752999999973,-12.107310014559658,-1.2107310014559653,0.1,-1.0947395849043695,-12.434846280385003,-0.10947395849043694,-1.2434846280385001,29
PREEXP,2025-10-06,2025-11-24,18.0,647.0499111111111,533.6541666666667,-2041.1233999999993,-17.525038253961235,-1.7525038253961236,0.1,3.17596657321233,-18.862518797279105,0.317596657321233,-1.8862518797279104,49
ASHMIN,2025-11-20,2025-11-24,15.0,744.2382133333334,688.11565,-841.8384500000019,-7.540940834248322,-0.7540940834248319,0.1,-0.22683776552835377,-8.087224258985481,-0.022683776552835374,-0.808722425898548,4
ASHMIN,2025-11-20,2025-11-24,1.0,752.411925,688.11565,-64.29627500000004,-8.545355657408017,-0.8545355657408014,0.1,-1.3107082267469483,-9.085704615859203,-0.13107082267469486,-0.9085704615859204,4
USHMA,2025-09-29,2025-11-24,30.0,471.74793000000005,415.2348166666667,-1695.3934000000008,-11.979514850936045,-1.197951485093604,0.1,2.088418278804105,-11.62653326321963,0.2088418278804105,-1.162653326321963,56
ONE97,2025-11-07,2025-11-25,10.0,1345.3035599999998,1252.9612,-923.4235999999987,-6.864053790209246,-0.6864053790209244,0.1,0.0889345747364434,-7.723428606700466,0.00889345747364434,-0.7723428606700466,18
SRF,2025-10-16,2025-11-25,6.0,3191.60765,2786.0098666666668,-2433.586699999999,-12.708259529749311,-1.2708259529749313,0.1,-0.05037116639321493,-12.696035805027595,-0.005037116639321492,-1.2696035805027592,40
GODPOW,2025-10-29,2025-11-27,50.0,282.12392800000003,234.05806700000002,-2403.2930500000007,-17.037144399889403,-1.7037144399889401,0.1,0.572823443745607,-16.632381497254656,0.0572823443745607,-1.6632381497254656,29
AMIORG,2025-10-16,2025-11-27,10.0,1581.8394888888888,1784.76832,2029.288311111111,12.828661348797898,1.2828661348797896,0.1,18.355877012216038,-1.797874505514152,1.8355877012216035,-0.1797874505514152,42
INDIBA,2025-09-30,2025-12-02,20.0,739.88691,877.11214,2744.5046,18.54678439979429,1.8546784399794287,0.1,20.308926670969218,-0.38342481285417174,2.0308926670969214,-0.03834248128541717,63
SHRHOU,2025-10-24,2025-12-02,85.0,214.26454352941175,219.45020823529413,440.78150000000176,2.4202159724903582,0.24202159724903552,0.1,8.389375196891024,-2.032321100674328,0.8389375196891021,-0.20323211006743278,39
IVAINF,2025-11-18,2025-12-02,50.0,326.15452,294.500646,-1582.6936999999987,-9.70517716571887,-0.9705177165718867,0.1,-0.78322385352807,-9.996648214472081,-0.078322385352807,-0.9996648214472081,14
TDPSYS,2025-11-03,2025-12-05,15.0,800.4086533333334,698.1966121212121,-1533.1806181818201,-12.76998203186026,-1.2769982031860256,0.1,2.4913956868932052,-12.956963033999514,0.24913956868932052,-1.2956963033999511,32
SYRTEC,2025-10-07,2025-12-05,30.0,839.7985666666666,756.0819866666666,-2511.4974000000007,-9.968650021908033,-0.9968650021908034,0.1,7.5376924712541316,-11.496633895183672,0.7537692471254132,-1.1496633895183672,59
CARTEC,2025-11-17,2025-12-08,7.0,3230.1064714285712,2782.6644571428574,-3132.094099999997,-13.852237325410044,-1.3852237325410044,0.1,1.1731355887680595,-14.538420810038488,0.11731355887680595,-1.4538420810038488,21
RAMPHO,2025-11-03,2025-12-08,60.0,195.97369999999998,155.25023666666667,-2443.407799999999,-20.78006555641564,-2.078006555641564,0.1,7.66240572076764,-22.994769196070685,0.766240572076764,-2.2994769196070686,35
SRMCON,2025-10-08,2025-12-08,25.0,570.100844,478.80639199999996,-2282.3613000000023,-16.013737387134984,-1.601373738713498,0.1,11.22593602054025,-16.97960019157594,1.1225936020540248,-1.697960019157594,61
EURPRA,2025-10-29,2025-12-08,30.0,302.77557666666667,316.04163,397.98159999999996,4.381480659497927,0.43814806594979316,0.1,26.099999281095698,0.14348030911739418,2.60999992810957,0.014348030911739418,40
OMFREI,2025-11-18,2025-12-09,150.0,104.60004266666667,85.84974,-2812.5454000000004,-17.92571225464893,-1.7925712254648924,0.1,-2.5813016876780837,-16.453188954722165,-0.25813016876780837,-1.6453188954722162,21
TILIND,2025-10-29,2025-12-09,30.0,512.0175333333333,431.5942933333333,-2412.6971999999987,-15.707126175236441,-1.570712617523644,0.1,3.1409992079698412,-14.338870947518323,0.31409992079698407,-1.4338870947518323,41
DRAHEA,2025-09-30,2025-12-09,30.0,509.71879,482.93166333333335,-803.6138,-5.255275495468137,-0.5255275495468131,0.1,7.059031510296099,-4.633690274592384,0.70590315102961,-0.4633690274592384,70
DRAHEA,2025-10-10,2025-12-09,30.0,538.54737,482.93166333333335,-1668.4711999999995,-10.326985101917153,-1.0326985101917154,0.1,1.328133864993175,-9.738673498674776,0.1328133864993175,-0.9738673498674778,60
SANMAN,2025-10-06,2025-12-09,50.0,206.545134,191.542416,-750.1358999999993,-7.263651149486772,-0.726365114948677,0.1,11.796388289641335,-9.826004421871293,1.1796388289641335,-0.9826004421871293,64
SANMAN,2025-10-10,2025-12-09,50.0,210.24224999999998,191.542416,-934.9916999999991,-8.894422505466903,-0.8894422505466898,0.1,9.830445593119364,-6.935927483652781,0.9830445593119365,-0.6935927483652781,60
AMIORG,2025-10-16,2025-12-09,8.0,1581.8394888888888,1628.4532785714287,372.91031746031877,2.9468090795534696,0.2946809079553461,0.1,18.355877012216038,-1.797874505514152,1.8355877012216035,-0.1797874505514152,54
AMIORG,2025-11-03,2025-12-09,6.0,1793.7034,1628.4532785714287,-991.5007285714287,-9.21278966347343,-0.9212789663473427,0.1,4.376230763681432,-7.955796928299296,0.4376230763681432,-0.7955796928299296,36
ALLBLE,2025-10-29,2025-12-09,13.0,631.6107461538462,597.4857294117646,-443.6252176470606,-5.402855627438852,-0.540285562743885,0.1,8.262882505397018,-5.226438333239747,0.8262882505397018,-0.5226438333239747,41
ADIVIS,2025-10-06,2025-12-09,20.0,568.66949,502.21255499999995,-1329.1387000000009,-11.686390103326982,-1.1686390103326985,0.1,4.753289999785304,-11.521541273473279,0.47532899997853034,-1.152154127347328,64
SHRSHP,2025-11-25,2025-12-17,50.0,302.598774,326.965218,1218.3222,8.052393497139555,0.8052393497139549,0.1,14.260211774684862,1.8179934859881675,1.4260211774684861,0.18179934859881675,22
HINZIN,2025-12-10,2025-12-19,50.0,515.022694,586.504972,3574.1138999999976,13.879442368805584,1.3879442368805586,0.1,14.975516010950773,-0.4606969804713201,1.4975516010950771,-0.046069698047132006,9
LENSOL,2025-11-17,2025-12-19,40.0,433.42421249999995,473.50820999999996,1603.3599000000004,9.248213723177724,0.9248213723177731,0.1,7.908138611430271,-6.719562880903873,0.790813861143027,-0.6719562880903872,32
INDMFA,2025-09-22,2025-12-22,8.0,1118.146625,1385.514,2138.9389999999985,23.911656040637762,2.3911656040637763,0.1,29.652048093424234,-3.5725748400841417,2.965204809342423,-0.3572574840084142,91
INDMFA,2025-10-09,2025-12-22,7.0,1245.7322714285713,1385.514,978.4721000000004,11.220848313669428,1.1220848313669423,0.1,16.37331979346768,-13.448497343369759,1.6373319793467678,-1.3448497343369759,74
ICIPSE,2025-10-09,2025-12-24,50.0,158.39067771428572,217.651894,2963.060814285714,37.41458597242264,3.741458597242263,0.1,37.59648177851276,-11.932948319332182,3.7596481778512754,-1.1932948319332182,76
TRVFOO,2025-09-29,2025-12-26,12.0,1338.3265000000001,1193.87125,-1733.4630000000025,-10.793722608048196,-1.07937226080482,0.1,3.7713891191723192,-12.525082631181562,0.37713891191723187,-1.2525082631181559,88
PARMIL,2025-10-28,2025-12-26,45.0,321.3957222222222,289.31747777777775,-1443.5210000000009,-9.980918296810637,-0.9980918296810637,0.1,15.620705039460713,-9.799670637944956,1.5620705039460716,-0.9799670637944956,59
HINCOP,2025-12-04,2025-12-29,50.0,364.632736,526.929544,8114.840399999997,44.50966465062531,4.450966465062532,0.1,33.682456859825095,-2.0795543711138453,3.36824568598251,-0.20795543711138453,25
HINCOP,2025-12-19,2025-12-29,25.0,388.28028400000005,526.929544,3466.231499999998,35.70855016681709,3.5708550166817092,0.1,25.540754987188574,-0.18808165907286956,2.554075498718857,-0.018808165907286956,10
ICIPSE,2025-10-09,2025-12-29,125.0,158.39067771428572,249.9156137142857,11440.617,57.784294707733984,5.778429470773398,0.1,45.040101674670694,-11.932948319332182,4.504010167467069,-1.1932948319332182,81
ICIPSE,2025-12-12,2025-12-29,50.0,192.69490399999998,249.9156137142857,2861.0354857142866,29.69497818908886,2.969497818908887,0.1,19.219551338005303,-0.2983493533383563,1.9219551338005303,-0.02983493533383563,17
SPAPRO,2025-11-07,2025-12-29,100.0,173.74749599999998,151.310093,-2243.740299999999,-12.913799344768684,-1.2913799344768682,0.1,-0.8906580155837118,-11.854844803058329,-0.08906580155837118,-1.1854844803058329,52
HINCOP,2025-12-29,2025-12-29,75.0,505.7416306666667,496.45743999999996,-696.3143000000059,-1.8357576485108384,-0.18357576485108335,0.1,-3.61679354783484,-3.61679354783484,-0.361679354783484,-0.361679354783484,0
ICIPSE,2025-12-29,2025-12-29,75.0,222.00515142857142,229.92137066666666,593.7164428571429,3.5657817790062607,0.3565781779006252,0.1,1.9120495826847161,1.9120495826847161,0.19120495826847161,0.19120495826847161,0
TDPSYS,2025-12-22,2026-01-01,50.0,741.0494439999999,671.396672,-3482.6385999999957,-9.399207106078055,-0.9399207106078056,0.1,0.26321536515452326,-9.081640171907324,0.026321536515452323,-0.9081640171907323,10
ADIFIN,2025-12-22,2026-01-02,10.0,3211.55361,2707.968,-5035.856100000001,-15.680436049143209,-1.5680436049143207,0.1,4.625374757483813,-13.409510233895794,0.4625374757483813,-1.3409510233895792,11
KIRIDY,2026-01-01,2026-01-05,20.0,735.47777,591.168225,-2886.190899999999,-19.621197388467625,-1.962119738846763,0.1,-7.223572508520537,-20.2831106642421,-0.7223572508520537,-2.02831106642421,4
ATHENE,2025-11-20,2026-01-05,45.0,695.1935488888889,677.7346977777778,-785.6483000000009,-2.5113655238911847,-0.251136552389118,0.1,8.566887769067865,-7.256043870014562,0.8566887769067864,-0.725604387001456,46
CUMIND,2025-10-24,2026-01-05,6.0,4155.806483333334,4281.00905,751.2153999999955,3.0127140705127786,0.30127140705127853,0.1,10.693315929143598,0.6591624700651222,1.0693315929143596,0.06591624700651222,73
PRIFOC,2025-12-11,2026-01-06,50.0,201.03315999999998,235.6803925,1732.3616250000014,17.234585826537298,1.723458582653729,0.1,21.81075002750792,-0.6830514925995179,2.181075002750792,-0.06830514925995179,26
PRIFOC,2025-12-23,2026-01-06,30.0,235.24244333333337,235.6803925,13.138474999999232,0.18616928155523738,0.018616928155523224,0.1,4.096861318945932,-4.685567441464977,0.4096861318945932,-0.4685567441464977,14
EURFOR,2025-12-19,2026-01-06,50.0,643.23735,630.063986,-658.6681999999996,-2.0479787126789217,-0.2047978712678919,0.1,-0.13017745315939688,-5.2915692784319734,-0.013017745315939688,-0.5291569278431973,18
HINCOP,2025-12-29,2026-01-06,50.0,482.86810599999995,566.286614,4170.925400000002,17.27563012828186,1.7275630128281871,0.1,17.060951629718947,0.9488914142529836,1.7060951629718946,0.09488914142529836,8
MAHFIN,2025-11-21,2026-01-07,25.0,347.999208,360.93134,323.3032999999992,3.71613834247575,0.3716138342475758,0.1,16.20716102319404,-2.212421127119346,1.6207161023194039,-0.2212421127119346,47
GMRINF,2025-10-30,2026-01-08,140.0,95.14021000000001,102.69145285714286,1057.1739999999995,7.936962570445094,0.7936962570445085,0.1,13.884549971037474,-1.723992410779851,1.3884549971037472,-0.1723992410779851,70
VENREM,2025-11-21,2026-01-08,15.0,714.9366200000001,705.769584,-137.5055400000008,-1.2822165970460486,-0.12822165970460503,0.1,16.569773695464065,-5.264329584907834,1.6569773695464065,-0.5264329584907833,48
VENREM,2025-12-19,2026-01-08,10.0,771.46441,705.769584,-656.9482600000003,-8.515600350248176,-0.8515600350248176,0.1,5.7663826643668425,-8.20704224061355,0.5766382664366843,-0.8207042240613549,20
FSNECO,2025-10-06,2026-01-08,70.0,255.50208285714282,256.37144166666667,60.855116666669176,0.3402550772981128,0.03402550772981072,0.1,6.128293346090619,-4.4626183589736135,0.6128293346090619,-0.44626183589736135,94
SOUWES,2025-11-21,2026-01-09,100.0,193.08910899999998,183.761064,-932.8044999999975,-4.830953464081689,-0.4830953464081692,0.1,16.3400676316757,-7.736898822190941,1.6340067631675697,-0.773689882219094,49
ANRASH,2026-01-07,2026-01-09,25.0,665.14304,629.774396,-884.2161000000004,-5.317449311354139,-0.5317449311354143,0.1,0.14387281268100072,-5.712010457179262,0.014387281268100072,-0.5712010457179262,2
SHRPIS,2025-12-08,2026-01-09,3.0,2990.897966666667,3244.9419333333335,762.1318999999999,8.493902817747955,0.8493902817747965,0.1,12.82230412429426,1.5213502379703314,1.2822304124294257,0.15213502379703311,32
SHRPIS,2026-01-02,2026-01-09,3.0,3280.887133333333,3244.9419333333335,-107.83559999999898,-1.0955939213757704,-0.10955939213757672,0.1,2.8502311376880307,-2.916501831506668,0.28502311376880307,-0.2916501831506668,7
SAGINI,2025-10-30,2026-01-09,250.0,55.4915152,49.75598,-1433.8838000000003,-10.335877799206317,-1.0335877799206319,0.1,-1.6426208524217834,-13.392164861989563,-0.16426208524217834,-1.3392164861989562,71
PONOXI,2025-12-24,2026-01-09,10.0,1410.53462,1395.0956899999999,-154.38930000000028,-1.094544563535782,-0.10945445635357769,0.1,9.114656115282017,-0.6901369070969721,0.9114656115282016,-0.0690136907096972,16
SANMAN,2025-12-23,2026-01-12,40.0,228.960044,216.0566375,-516.1362600000007,-5.6356586391990815,-0.563565863919908,0.1,15.614058844258416,-1.8300328418874745,1.5614058844258414,-0.18300328418874742,20
ZUAAGR,2025-12-30,2026-01-12,50.0,340.73458,297.662346,-2153.611699999999,-12.640992880734315,-1.2640992880734316,0.1,-0.993318611806282,-13.202235006496842,-0.0993318611806282,-1.320223500649684,13
CANBAN,2025-11-25,2026-01-12,100.0,147.00545,148.50152400000002,149.60740000000214,1.01769968392329,0.10176996839232977,0.1,5.377045544910075,-2.833534402976212,0.5377045544910075,-0.28335344029762116,48
CANBAN,2025-12-30,2026-01-12,25.0,154.5505696,148.50152400000002,-151.22613999999928,-3.913958787506122,-0.39139587875061255,0.1,0.23256491446796979,-2.931448011952187,0.02325649144679698,-0.29314480119521863,13
LAULAB,2025-11-28,2026-01-12,20.0,1020.455484,1041.065945,412.209220000002,2.019731514324441,0.20197315143244504,0.1,10.587871562656037,-1.8771503804275724,1.0587871562656035,-0.18771503804275724,45
ZINLOG,2025-12-18,2026-01-12,20.0,638.033184,631.4214450000001,-132.23477999999886,-1.0362688282996801,-0.10362688282996803,0.1,9.571103436525963,-1.1728518496617935,0.9571103436525962,-0.11728518496617935,25
CAREVE,2026-01-02,2026-01-12,15.0,660.337292,610.4606133333333,-748.1501800000012,-7.553212467465298,-0.75532124674653,0.1,1.8494651366744108,-6.275170659299989,0.18494651366744105,-0.6275170659299989,10
ASHMIN,2025-11-20,2026-01-13,15.0,752.411925,839.204164,1301.883585,11.535202475691753,1.1535202475691757,0.1,19.94094857015989,-9.683781261175529,1.9940948570159889,-0.968378126117553,54
ASHMIN,2025-12-18,2026-01-13,10.0,776.3095500000001,839.204164,628.9461399999993,8.10174420757801,0.8101744207578011,0.1,16.248730934715418,-0.8063213958916404,1.6248730934715416,-0.08063213958916403,26
ICIPSE,2025-12-29,2026-01-14,50.0,222.00515142857142,273.163932,2557.939028571428,23.043961026232562,2.3043961026232553,0.1,23.56019589403866,1.3264775850825528,2.356019589403866,0.13264775850825528,16
VEDLIM,2025-12-18,2026-01-14,20.0,574.5644628571429,657.645115,1661.6130428571432,14.459761700144336,1.4459761700144333,0.1,17.610824143158933,0.7980892378993465,1.7610824143158932,0.07980892378993465,27
TORPHA,2025-12-04,2026-01-16,3.0,3812.5322833333335,3992.7465333333334,540.64275,4.726891121363486,0.47268911213634873,0.1,7.3354845515472,-1.3909989317380078,0.73354845515472,-0.13909989317380078,43
INDMFA,2025-12-24,2026-01-16,12.0,1426.4659666666666,1228.505975,-2375.5198999999993,-13.877652624917157,-1.3877652624917158,0.1,4.881576915294561,-17.684681763291977,0.48815769152945604,-1.7684681763291974,23
ASHMIN,2026-01-13,2026-01-16,20.0,854.03207,829.574655,-489.1482999999994,-2.863758383218551,-0.2863758383218556,0.1,1.7467646150571392,-4.599601277268195,0.1746764615057139,-0.45996012772681943,3
ANLHEA,2025-11-18,2026-01-19,75.0,157.93272933333333,133.404964,-1839.582399999999,-15.530514439198317,-1.553051443919831,0.1,6.760644681908334,-15.16008077261789,0.6760644681908333,-1.5160080772617888,62
LENSOL,2026-01-16,2026-01-19,40.0,463.73167,445.5680975,-726.5428999999995,-3.916828130371164,-0.3916828130371166,0.1,-2.7023537124389208,-4.384360895601547,-0.2702353712438921,-0.4384360895601547,3
JAYNE,2025-10-29,2026-01-19,100.0,80.87462533333334,78.164118,-271.05073333333394,-3.3514929091315038,-0.33514929091315054,0.1,14.510576856830015,-18.04598818625749,1.4510576856830013,-1.8045988186257484,82
LAULAB,2025-11-28,2026-01-19,5.0,1020.455484,1058.823172,191.8384400000008,3.759859063092663,0.37598590630926687,0.1,10.587871562656037,-1.8771503804275724,1.0587871562656035,-0.18771503804275724,52
LAULAB,2025-12-30,2026-01-19,20.0,1099.191275,1058.823172,-807.3620599999958,-3.6725276044426214,-0.36725276044426197,0.1,2.66638988741974,-5.0938609388070155,0.26663898874197395,-0.5093860938807014,20
ZINLOG,2025-12-18,2026-01-19,30.0,638.033184,610.21082,-834.6709199999998,-4.360645292079357,-0.43606452920793526,0.1,9.571103436525963,-5.334077420023342,0.9571103436525962,-0.5334077420023342,32
ZINLOG,2026-01-02,2026-01-19,20.0,702.295715,610.21082,-1841.6978999999992,-13.111983034098385,-1.3111983034098387,0.1,-0.4550383736856456,-13.996342694473075,-0.04550383736856455,-1.3996342694473072,17
PRIFOC,2026-01-05,2026-01-19,30.0,243.98738666666668,219.080915,-747.1941500000003,-10.208098052500425,-1.020809805250042,0.1,0.14042255954871408,-10.917526119109766,0.014042255954871408,-1.0917526119109766,14
PRIFOC,2026-01-06,2026-01-19,50.0,246.80662199999998,219.080915,-1386.2853499999985,-11.233777592888073,-1.1233777592888075,0.1,-1.0034665925616748,-11.93510196821218,-0.10034665925616748,-1.1935101968212178,13
BILGAR,2026-01-16,2026-01-19,100.0,174.400517,162.09335199999998,-1230.7165000000027,-7.056839745492283,-0.7056839745492283,0.1,-0.6711660149493759,-7.528943850550629,-0.06711660149493759,-0.7528943850550629,3
SHRSHP,2025-12-24,2026-01-20,50.0,346.655566,354.3383929411765,384.1413470588236,2.216271046741669,0.22162710467416732,0.1,12.070896331720803,-2.9295840009677,1.2070896331720802,-0.29295840009677,27
SHRSHP,2025-12-30,2026-01-20,35.0,361.6765828571428,354.3383929411765,-256.83664705882137,-2.028936974021567,-0.20289369740215685,0.1,7.416409691487291,-6.961076290384883,0.7416409691487291,-0.6961076290384882,21
UNIP,2025-12-22,2026-01-20,25.0,775.4581320000001,763.374956,-302.07940000000235,-1.5581983735003413,-0.15581983735003366,0.1,3.854736544306414,-6.706762087317952,0.3854736544306414,-0.6706762087317952,29
SANMAN,2025-12-23,2026-01-20,60.0,228.960044,221.234874,-463.5102000000012,-3.374025382350132,-0.3374025382350127,0.1,15.614058844258416,-5.900612073607048,1.5614058844258414,-0.5900612073607048,28
SANMAN,2026-01-02,2026-01-20,40.0,263.0285725,221.234874,-1671.7479400000002,-15.88941387726993,-1.5889413877269931,0.1,0.6392565963532215,-18.088746803353473,0.06392565963532215,-1.808874680335347,18
MANAFI,2025-12-24,2026-01-20,50.0,313.58011999999997,305.329902,-412.51089999999806,-2.6309760963162954,-0.26309760963162976,0.1,2.0153956188294186,-8.843073342787145,0.20153956188294186,-0.8843073342787143,27
ANURAS,2025-11-21,2026-01-20,15.0,1244.4140466666665,1273.1231639999999,430.63675999999987,2.3070389964043425,0.2307038996404342,0.1,8.870516499634284,-4.31641275751804,0.8870516499634283,-0.431641275751804,60
ANURAS,2025-12-03,2026-01-20,10.0,1257.38377,1273.1231639999999,157.39393999999947,1.2517573691920525,0.12517573691920603,0.1,7.747533595093259,-1.2791456660841027,0.7747533595093258,-0.12791456660841027,48
ICIGOL,2025-12-12,2026-01-20,100.0,113.254686,126.88037399999999,1362.5687999999982,12.031014769666992,1.2031014769667,0.1,13.434599959952198,-0.030626547320089514,1.3434599959952198,-0.003062654732008951,39
HINZIN,2025-12-24,2026-01-20,20.0,629.7655900000001,679.3819249999999,992.3266999999964,7.878540172383786,0.7878540172383793,0.1,8.095775763169266,-6.195255920540221,0.8095775763169266,-0.6195255920540221,27
SPAPRO,2026-01-07,2026-01-20,100.0,169.08985,145.79107,-2329.8780000000024,-13.778934690639332,-1.3778934690639337,0.1,3.0990328514691967,-13.50752277561309,0.30990328514691967,-1.350752277561309,13
TENCLE,2025-12-26,2026-01-20,40.0,518.842665,489.0869666666667,-1190.227933333333,-5.73501377981962,-0.5735013779819615,0.1,4.858377442803397,-4.76881850107681,0.48583774428033966,-0.47688185010768097,25
TENCLE,2026-01-02,2026-01-20,20.0,540.937115,489.0869666666667,-1037.0029666666653,-9.585245104383944,-0.9585245104383948,0.1,0.575461530311161,-8.65851384592088,0.05754615303111609,-0.8658513845920878,18
SAGINI,2026-01-16,2026-01-20,250.0,53.90834520000001,52.0128684,-473.8692000000011,-3.5161101550562956,-0.35161101550562973,0.1,-0.1267803709174231,-4.059381143830787,-0.01267803709174231,-0.40593811438307875,4
IIFHOL,2025-12-24,2026-01-20,40.0,599.8554750000001,631.171705,1252.6491999999962,5.22062918572177,0.522062918572176,0.1,10.885042768010056,-0.9844829706688984,1.0885042768010056,-0.09844829706688983,27
HEG,2025-12-30,2026-01-20,25.0,599.11056,561.209764,-947.5199000000003,-6.3261772585013425,-0.6326177258501338,0.1,6.407738832044618,-8.080405059126306,0.6407738832044618,-0.8080405059126307,21
GRANUL,2026-01-01,2026-01-20,30.0,616.2885,553.9657366666667,-1869.6829000000002,-10.112595534937508,-1.0112595534937507,0.1,0.47242484648017946,-10.309862994360596,0.047242484648017946,-1.0309862994360597,19
ONE97,2026-01-16,2026-01-21,15.0,1351.7000933333334,1241.3819066666665,-1654.772800000003,-8.161439598233578,-0.8161439598233574,0.1,-0.6806312567934847,-8.566996029997064,-0.06806312567934845,-0.8566996029997062,5
NAVFLU,2025-12-10,2026-01-21,4.0,5970.496375,5624.448033333333,-1384.1933666666664,-5.795972728761045,-0.5795972728761042,0.1,3.115379581819111,-4.555674401527455,0.31153795818191105,-0.4555674401527454,42
NAVFLU,2026-01-16,2026-01-21,2.0,6174.4053,5624.448033333333,-1099.9145333333345,-8.907048370580195,-0.8907048370580194,0.1,-0.28999230095893,-6.039533880291281,-0.028999230095893003,-0.603953388029128,5
MTATEC,2026-01-07,2026-01-21,4.0,2569.038414285714,2462.3018,-426.94645714285616,-4.1547301781157175,-0.4154730178115717,0.1,4.696760665131339,-5.127926992183262,0.46967606651313387,-0.5127926992183262,14
CORREM,2026-01-08,2026-01-21,15.0,1483.8589466666667,1387.5092666666667,-1445.2452000000005,-6.493183211007992,-0.6493183211007992,0.1,1.5056049217831768,-6.439894228580812,0.15056049217831768,-0.6439894228580811,13
ICIPSE,2025-12-29,2026-01-23,50.0,222.00515142857142,313.13946599999997,4556.7157285714275,41.05054048745818,4.105054048745818,0.1,45.04167940607504,1.3264775850825528,4.504167940607504,0.13264775850825528,25
RBLBAN,2026-01-01,2026-01-23,80.0,315.0310925,290.3571525,-1973.9152000000013,-7.832223735185762,-0.7832223735185763,0.1,3.0374485972364917,-8.389994870109518,0.3037448597236492,-0.8389994870109518,22
TATCHI,2025-10-16,2026-01-23,10.0,1289.5908,1164.7250099999999,-1248.6579000000006,-9.682590012273662,-0.9682590012273665,0.1,23.19411707961938,-10.312635605030685,2.319411707961938,-1.0312635605030687,99
ICIPSE,2026-01-06,2026-01-27,50.0,241.53505,327.207218,4283.6084,35.46986990086947,3.5469869900869457,0.1,37.84334820143081,-3.086529263558224,3.7843348201430804,-0.3086529263558224,21
ICIPSE,2026-01-22,2026-01-27,50.0,280.171672,327.207218,2351.7773000000007,16.78811625181007,1.678811625181007,0.1,18.83428386007562,2.8440876777863444,1.8834283860075616,0.28440876777863444,5
HINCOP,2026-01-20,2026-01-28,20.0,552.0017125,620.7907849999999,1375.7814499999972,12.461749835603975,1.246174983560397,0.1,14.746020828694428,-3.6325453428733723,1.4746020828694426,-0.3632545342873372,8
HINCOP,2026-01-20,2026-01-29,20.0,552.0017125,696.002645,2880.0186499999995,26.087044521623646,2.6087044521623644,0.1,37.6897902286852,-3.6325453428733723,3.7689790228685194,-0.3632545342873372,9
HINCOP,2026-01-27,2026-01-29,20.0,562.534795,696.002645,2669.357,23.726150130855462,2.3726150130855457,0.1,35.11164229405577,-0.06840376869489129,3.5111642294055767,-0.006840376869489128,2
PONOXI,2025-12-24,2026-01-29,5.0,1410.53462,1186.9443066666668,-1117.9515666666657,-15.851458742170621,-1.585145874217062,0.1,9.114656115282017,-11.437834826060477,0.9114656115282016,-1.1437834826060476,36
PONOXI,2026-01-01,2026-01-29,10.0,1486.67704,1186.9443066666668,-2997.3273333333327,-20.16125394210253,-2.016125394210253,0.1,3.526183467527,-15.973680470642094,0.35261834675269993,-1.597368047064209,28
MAHFIN,2025-11-21,2026-01-29,25.0,347.999208,363.22193066666665,380.568066666666,4.374355549299591,0.4374355549299595,0.1,16.20716102319404,-2.212421127119346,1.6207161023194039,-0.2212421127119346,69
MAHFIN,2025-12-22,2026-01-29,25.0,384.12175199999996,363.22193066666665,-522.4955333333327,-5.440936688566733,-0.544093668856673,0.1,5.279119939034338,-9.273557619303984,0.5279119939034338,-0.9273557619303984,38
MAHFIN,2025-12-30,2026-01-29,25.0,398.450604,363.22193066666665,-880.7168333333336,-8.841415467733448,-0.8841415467733448,0.1,1.4931326343277318,-12.536209883622107,0.14931326343277318,-1.2536209883622107,30
