sym,fund,entry,exit,conv,qty,entry_px,exit_px,cost,pnl,ret_pct,R,mfe_pct,mae_pct,hold,mtf_days,state,rd,fin,pnl_net,R_net
NEYLIG,CNC,2026-05-13,2026-05-18,,20.0,326.6583344,339.36622,6533.166688,254.15771199999995,3.890268290059584,0.5557526128656548,13.543712479053148,-0.29337515657155144,5,0,closed,0.0,0.0,254.15771199999995,0.5557526128656548
RISINS,MTF,2026-05-08,2026-05-18,,20.0,525.940885,461.93757999999997,10518.8177,-1280.0661000000002,-12.169296364932725,-1.738470909276104,0.22989560889528082,-11.425406678547144,10,10,closed,105188.177,34.48325037212103,-1314.5493503721214,-1.7853029655497736
RISINS,CNC,2026-05-11,2026-05-18,,20.0,541.9216799999999,461.93757999999997,10838.433599999998,-1599.681999999999,-14.759346774980465,-2.108478110711495,-7.458952371124905,-14.037393742948224,7,0,closed,0.0,0.0,-1599.681999999999,-2.108478110711495
FSNECO,MTF,2026-04-27,2026-05-18,,75.0,270.7841666666667,267.3009773333333,20308.812500000004,-261.2392000000028,-1.286334196054062,-0.1837620280077238,0.8183023995125271,-3.742525566179722,21,21,closed,426485.06250000006,139.8122071281565,-401.0514071281593,-0.28210934618242994
ASHMIN,CNC,2026-04-28,2026-05-18,,30.0,652.0969666666666,624.5490599999999,19562.909,-826.4372000000003,-4.224510782113233,-0.6035015403018906,4.877040526028109,-3.1892445034631622,20,0,closed,0.0,0.0,-826.4372000000003,-0.6035015403018906
ASHMIN,CNC,2026-05-06,2026-05-18,,15.0,663.23298,624.5490599999999,9948.4947,-580.2588000000009,-5.832629131319744,-0.8332327330456777,3.1161025798204456,-3.668843488452578,12,0,closed,0.0,0.0,-580.2588000000009,-0.8332327330456777
CAREVE,MTF,2026-05-14,2026-05-18,,25.0,757.7764,756.6432000000001,18944.41,-28.329999999996858,-0.1495427938901117,-0.021363256270015316,2.200332446352249,0.24065146394107728,4,4,closed,75777.64,24.84175890536114,-53.171758905358,-0.04009607877948316
TATSTE,CNC,2026-05-13,2026-05-18,,50.0,220.53857800000003,205.464474,11026.9289,-753.7052000000017,-6.835132490969464,-0.9764474987099232,0.2681716756149477,-4.910060678816941,5,0,closed,0.0,0.0,-753.7052000000017,-0.9764474987099232
KRNHEA,MTF,2026-05-14,2026-05-18,,10.0,1181.87539,1107.13284,11818.7539,-747.4254999999994,-6.324063486929865,-0.9034376409899807,0.14592147485192886,-7.4014054899645405,4,4,closed,47275.0156,15.497903336424658,-762.923403336424,-0.9221704634994485
ARVLIM,MTF,2026-05-14,2026-05-20,,40.0,438.18362750000006,487.589765,17527.345100000002,1976.2454999999977,11.275213038396782,1.6107447197709672,11.24331659333846,0.18630830746864113,6,6,closed,105164.0706,34.475347706151545,1941.7701522938462,1.5826454860067654
AZAENG,CNC,2026-05-20,2026-05-21,,10.0,1897.7130399999999,2053.0438999999997,18977.1304,1553.308599999998,8.185160597305053,1.169308656757864,6.654692112986704,5.790494014837999,1,0,closed,0.0,0.0,1553.308599999998,1.169308656757864
TATGLO,CNC,2026-05-15,2026-05-21,,20.0,1247.406465,1192.6736150000002,24948.1293,-1094.6569999999974,-4.38773178877182,-0.6268188269674033,-1.0747471154079702,-4.209250671151521,6,0,closed,0.0,0.0,-1094.6569999999974,-0.6268188269674033
TATGLO,MTF,2026-05-20,2026-05-21,,20.0,1214.84143,1192.573625,24296.8286,-445.35609999999906,-1.8329803750601337,-0.2618543392943055,-0.5055334670303391,-1.6414841894221377,1,1,closed,24296.8286,7.965093109868335,-453.3211931098674,-0.2665375449216725
BAJCOR,MTF,2026-05-14,2026-05-21,,25.0,518.7420079999999,547.8414280000001,12968.550199999998,727.4855000000031,5.609613170175365,0.8013733100250516,5.996813737899576,-0.05629156603794705,7,7,closed,90779.85139999999,29.759849764961146,697.7256502350419,0.768590870633483
BAJCOR,MTF,2026-05-20,2026-05-21,,35.0,531.8688257142857,547.3743342857142,18615.4089,542.6927999999992,2.915288097700608,0.4164697282429437,3.3807535648599396,2.779101457180455,1,1,closed,18615.4089,6.10258514013519,536.5902148598641,0.41178652261557674
